,head_id,relation_id,tail_id,score,in_validation,in_testing
11883,16,4,29,-0.31975204,False,False
11884,46,15,17,-0.3197524,False,False
11885,15,13,31,-0.3197592,False,False
11886,6,2,36,-0.319761,False,False
11887,38,8,23,-0.31976122,False,False
11888,7,13,2,-0.31976384,False,False
11889,25,9,26,-0.31976396,False,False
11890,27,4,23,-0.31976435,False,False
11891,19,13,42,-0.31976533,False,False
11892,2,9,40,-0.31976613,False,False
11893,23,12,12,-0.3197673,False,False
11894,24,15,39,-0.3197683,False,False
11895,23,10,20,-0.31976977,False,False
11896,27,13,39,-0.31977126,False,False
11897,21,4,32,-0.31977162,False,False
11898,17,1,33,-0.31977496,False,False
11899,8,1,11,-0.31977573,False,False
11900,2,15,3,-0.31977674,False,False
11901,0,1,11,-0.31977707,False,False
11902,41,10,24,-0.3197776,False,False
11903,40,10,27,-0.3197784,False,False
11904,24,13,5,-0.31978106,False,False
11905,37,9,8,-0.3197818,False,False
11906,40,5,19,-0.31978256,False,False
11907,34,7,6,-0.31978285,False,False
11908,36,1,35,-0.31978333,False,False
11909,19,12,36,-0.31978336,False,False
11910,9,8,12,-0.31978434,False,False
11911,40,12,37,-0.31978443,False,False
11912,40,7,42,-0.31978458,False,False
11913,9,8,45,-0.31978562,False,False
11914,5,4,9,-0.319788,False,False
11915,13,2,29,-0.3197889,False,False
11916,6,10,10,-0.31979394,False,False
11917,11,9,21,-0.319795,False,False
11918,16,6,43,-0.3197994,False,False
11919,16,10,8,-0.31980208,False,False
11920,20,6,20,-0.31980234,False,False
11921,23,10,36,-0.31980303,False,False
11922,15,9,33,-0.31980345,False,False
11923,21,10,20,-0.3198048,False,False
11924,10,1,44,-0.3198051,False,False
11925,21,11,23,-0.31980515,False,False
11926,45,9,4,-0.3198081,False,False
11927,39,12,38,-0.3198081,False,False
11928,11,6,44,-0.31981233,False,False
11929,42,2,26,-0.31981385,False,False
11930,22,6,27,-0.31981394,False,False
11931,3,0,4,-0.31981418,False,False
11932,35,3,33,-0.31981456,False,False
11933,30,8,32,-0.3198168,False,False
11934,2,9,27,-0.3198184,False,False
11935,20,1,32,-0.31982574,False,False
11936,37,13,34,-0.31982663,False,False
11937,17,15,20,-0.3198302,False,False
11938,22,2,11,-0.3198338,False,False
11939,12,10,39,-0.31983382,False,False
11940,3,0,2,-0.31983408,False,False
11941,9,3,37,-0.31983477,False,False
11942,40,13,3,-0.31983498,False,False
11943,39,7,33,-0.31984216,False,False
11944,46,8,18,-0.31984267,False,False
11945,9,0,39,-0.3198452,False,False
11946,37,0,10,-0.31984654,False,False
11947,19,1,39,-0.31984654,False,False
11948,28,14,26,-0.31984836,False,False
11949,11,11,3,-0.3198505,False,False
11950,44,6,29,-0.3198572,False,False
11951,32,4,25,-0.3198574,False,False
11952,16,8,2,-0.31985962,False,False
11953,7,13,14,-0.31986216,False,False
11954,39,9,16,-0.319863,False,False
11955,6,2,40,-0.31986487,False,False
11956,43,6,20,-0.31986734,False,False
11957,29,10,22,-0.31986836,False,False
11958,25,13,0,-0.31986877,False,False
11959,24,5,31,-0.3198697,False,False
11960,44,9,34,-0.31987128,False,False
11961,14,8,1,-0.31987154,False,False
11962,33,8,21,-0.3198726,False,False
11963,15,9,14,-0.31987625,False,False
11964,29,8,1,-0.31987628,False,False
11965,40,3,1,-0.3198765,False,False
11966,33,4,41,-0.31987795,False,False
11967,3,9,18,-0.31987855,False,False
11968,11,3,2,-0.31988233,False,False
11969,5,13,45,-0.3198836,False,False
11970,39,0,27,-0.31988513,False,False
11971,23,10,22,-0.31988984,False,False
11972,0,7,8,-0.31989062,False,False
11973,16,11,46,-0.31989074,False,False
11974,3,1,37,-0.31989175,False,False
11975,38,4,44,-0.31989262,False,False
11976,10,9,10,-0.31989372,False,False
11977,7,11,3,-0.31989375,False,False
11978,25,1,38,-0.31990212,False,False
11979,16,0,41,-0.31990376,False,False
11980,1,9,13,-0.31990394,False,False
11981,30,10,38,-0.319906,False,False
11982,8,2,21,-0.31990656,False,False
11983,24,12,20,-0.3199071,False,False
11984,7,3,8,-0.31990874,False,False
11985,5,0,2,-0.31991586,False,False
11986,18,3,44,-0.319917,False,False
11987,15,6,3,-0.3199176,False,False
11988,18,5,29,-0.31991804,False,False
11989,35,5,39,-0.31991822,False,False
11990,27,13,31,-0.31992084,False,False
11991,23,7,46,-0.3199229,False,False
11992,32,7,31,-0.3199243,False,False
11993,8,9,19,-0.31992525,False,False
11994,24,14,0,-0.31993076,False,False
11995,33,8,12,-0.31993115,False,False
11996,18,2,2,-0.31993183,False,False
11997,25,13,11,-0.31993207,False,False
11998,40,6,17,-0.3199341,False,False
11999,25,6,15,-0.31993416,False,False
12000,28,1,42,-0.31993496,False,False
12001,9,8,21,-0.3199365,False,False
12002,40,2,22,-0.3199366,False,False
12003,34,4,42,-0.31993824,False,False
12004,36,10,39,-0.31993857,False,False
12005,37,14,43,-0.31994024,False,False
12006,4,6,15,-0.3199405,False,False
12007,5,13,42,-0.3199408,False,False
12008,1,10,12,-0.31994158,False,False
12009,3,3,42,-0.31994212,False,False
12010,28,11,11,-0.31994486,False,False
12011,20,13,34,-0.31994626,False,False
12012,7,4,6,-0.31994638,False,False
12013,9,11,1,-0.3199481,False,False
12014,15,15,12,-0.31994897,False,False
12015,12,9,19,-0.31995153,False,False
12016,36,9,36,-0.31995395,False,False
12017,18,12,33,-0.3199554,False,False
12018,11,14,43,-0.31995612,False,False
12019,28,14,13,-0.319957,False,False
12020,43,15,14,-0.3199574,False,False
12021,17,13,36,-0.31996226,False,False
12022,34,0,5,-0.31996226,False,False
12023,1,13,41,-0.31996316,False,False
12024,3,7,20,-0.3199648,False,False
12025,15,13,22,-0.3199665,False,False
12026,43,5,31,-0.31996745,False,False
12027,37,5,36,-0.31996748,False,False
12028,36,3,4,-0.31996962,False,False
12029,10,6,15,-0.31997076,False,False
12030,45,6,17,-0.31997123,False,False
12031,13,2,24,-0.3199718,False,False
12032,12,3,43,-0.3199723,False,False
12033,6,12,7,-0.31997362,False,False
12034,38,7,37,-0.31997624,False,False
12035,40,13,9,-0.31997845,False,False
12036,32,13,15,-0.31997916,False,False
12037,1,3,25,-0.31998014,False,False
12038,17,11,17,-0.31998125,False,False
12039,39,4,30,-0.3199815,False,False
12040,20,3,4,-0.3199827,False,False
12041,42,5,18,-0.31998283,False,False
12042,28,8,5,-0.31998348,False,False
12043,36,1,28,-0.3199869,False,False
12044,26,0,27,-0.31998906,False,False
12045,30,9,30,-0.31998917,False,False
12046,32,7,23,-0.31998923,False,False
12047,15,11,2,-0.31999287,False,False
12048,9,8,46,-0.31999376,False,False
12049,11,11,7,-0.319994,False,False
12050,35,12,5,-0.319995,False,False
12051,25,6,29,-0.31999537,False,False
12052,24,13,7,-0.31999558,False,False
12053,30,8,4,-0.31999877,False,False
12054,6,7,39,-0.31999922,False,False
12055,34,15,27,-0.32000306,False,False
12056,44,2,4,-0.32000482,False,False
12057,16,9,9,-0.32000583,False,False
12058,25,10,42,-0.3200087,False,False
12059,43,7,26,-0.32000878,False,False
12060,27,0,14,-0.32000935,False,False
12061,43,10,0,-0.32001328,False,False
12062,29,2,26,-0.3200148,False,False
12063,13,15,11,-0.32001483,False,False
12064,3,6,23,-0.3200162,False,False
12065,15,3,35,-0.32001704,False,False
12066,26,5,45,-0.32001913,False,False
12067,38,6,7,-0.32002312,False,False
12068,18,1,30,-0.32002342,False,False
12069,7,10,8,-0.32002497,False,False
12070,0,0,19,-0.320025,False,False
12071,37,10,0,-0.32002643,False,False
12072,9,4,12,-0.32002845,False,False
12073,23,5,31,-0.32003057,False,False
12074,32,13,22,-0.32003105,False,False
12075,8,13,33,-0.320032,False,False
12076,45,0,15,-0.3200325,False,False
12077,39,4,0,-0.3200349,False,False
12078,34,10,35,-0.32003495,False,False
12079,42,9,11,-0.3200353,False,False
12080,40,7,9,-0.3200358,False,False
12081,39,1,40,-0.32003823,False,False
12082,27,0,33,-0.3200385,False,False
12083,19,12,2,-0.32003915,False,False
12084,9,11,24,-0.32003942,False,False
12085,21,8,9,-0.3200423,False,False
12086,33,0,2,-0.32004526,False,False
12087,36,8,32,-0.3200453,False,False
12088,8,10,23,-0.32004854,False,False
12089,33,5,23,-0.32004994,False,False
12090,9,3,10,-0.3200524,False,False
12091,37,11,39,-0.32005304,False,False
12092,3,4,2,-0.32005373,False,False
12093,24,0,43,-0.32005525,False,False
12094,24,7,16,-0.3200561,False,False
12095,25,6,46,-0.32005665,False,False
12096,22,3,34,-0.32006148,False,False
12097,46,14,28,-0.32006237,False,False
12098,15,13,38,-0.32006323,False,False
12099,23,3,29,-0.32006449,False,False
12100,38,0,23,-0.32006606,False,False
12101,7,11,42,-0.3200661,False,False
12102,28,8,33,-0.32006884,False,False
12103,11,10,13,-0.32006982,False,False
12104,24,5,15,-0.3200702,False,False
12105,24,8,28,-0.32007045,False,False
12106,0,10,39,-0.32007065,False,False
12107,9,10,15,-0.32007146,False,False
12108,44,16,35,-0.32007164,False,False
12109,25,8,20,-0.32007402,False,False
12110,9,0,41,-0.3200764,False,False
12111,14,9,35,-0.32007807,False,False
12112,44,6,21,-0.32008255,False,False
12113,42,2,3,-0.32008773,False,False
12114,20,11,42,-0.3200898,False,False
12115,6,15,45,-0.32009053,False,False
12116,41,12,12,-0.32009172,False,False
12117,26,8,6,-0.3200919,False,False
12118,32,8,28,-0.32009244,False,False
12119,25,2,30,-0.32009488,False,False
12120,11,7,5,-0.32009766,False,False
12121,37,7,16,-0.32009792,False,False
12122,12,8,26,-0.32009798,False,False
12123,10,6,33,-0.32009888,False,False
12124,23,15,19,-0.3201025,False,False
12125,2,14,2,-0.3201025,False,False
12126,43,12,12,-0.32010555,False,False
12127,21,14,36,-0.32010698,False,False
12128,26,7,29,-0.3201077,False,False
12129,2,9,11,-0.32010993,False,False
12130,33,5,2,-0.3201113,False,False
12131,41,9,7,-0.3201114,False,False
12132,44,13,37,-0.3201118,False,False
12133,17,4,27,-0.32011247,False,False
12134,32,3,16,-0.32011333,False,False
12135,14,8,34,-0.32011586,False,False
12136,18,3,9,-0.32011688,False,False
12137,24,11,43,-0.320117,False,False
12138,9,2,3,-0.3201253,False,False
12139,11,8,45,-0.3201279,False,False
12140,45,3,4,-0.32012972,False,False
12141,0,16,36,-0.32012978,False,False
12142,7,4,41,-0.32013047,False,False
12143,9,5,36,-0.3201306,False,False
12144,21,14,26,-0.32013384,False,False
12145,38,15,45,-0.32013452,False,False
12146,15,10,30,-0.32013646,False,False
12147,29,14,23,-0.32013655,False,False
12148,2,7,10,-0.32013825,False,False
12149,21,0,46,-0.32013926,False,False
12150,28,8,29,-0.32013968,False,False
12151,43,15,31,-0.3201408,False,False
12152,40,15,34,-0.3201422,False,False
12153,43,2,35,-0.32014355,False,False
12154,5,9,43,-0.32014728,False,False
12155,26,6,34,-0.3201477,False,False
12156,41,9,36,-0.3201484,False,False
12157,24,12,7,-0.32014948,False,False
12158,39,4,17,-0.32015648,False,False
12159,44,4,5,-0.32015717,False,False
12160,16,3,32,-0.3201597,False,False
12161,16,15,6,-0.32016018,False,False
12162,5,15,25,-0.320161,False,False
12163,7,6,40,-0.320164,False,False
12164,16,15,21,-0.32016793,False,False
12165,13,2,7,-0.32017004,False,False
12166,43,2,22,-0.32017046,False,False
12167,36,4,28,-0.3201728,False,False
12168,43,10,42,-0.32017377,False,False
12169,7,11,39,-0.32017896,False,False
12170,15,9,26,-0.3201829,False,False
12171,35,3,15,-0.32018477,False,False
12172,23,2,16,-0.32018623,False,False
12173,13,6,31,-0.32018712,False,False
12174,30,0,8,-0.32018825,False,False
12175,11,6,41,-0.3201889,False,False
12176,19,0,10,-0.32019013,False,False
12177,17,13,37,-0.3201902,False,False
12178,39,10,15,-0.3201961,False,False
12179,37,5,39,-0.32019794,False,False
12180,21,5,42,-0.32019928,False,False
12181,17,2,30,-0.3201993,False,False
12182,18,12,24,-0.3202011,False,False
12183,15,6,6,-0.3202017,False,False
12184,19,8,31,-0.3202019,False,False
12185,1,0,34,-0.32020223,False,False
12186,29,3,33,-0.32020268,False,False
12187,25,1,19,-0.32020274,False,False
12188,44,12,15,-0.32020426,False,False
12189,10,9,29,-0.32020462,False,False
12190,41,12,40,-0.32020953,False,False
12191,29,7,35,-0.3202096,False,False
12192,19,9,22,-0.32021025,False,False
12193,44,9,26,-0.32021177,False,False
12194,45,2,26,-0.3202124,False,False
12195,7,6,9,-0.32021302,False,False
12196,14,1,21,-0.32021323,False,False
12197,1,1,22,-0.32021326,False,False
12198,29,0,34,-0.32021385,False,False
12199,10,7,6,-0.3202145,False,False
12200,7,9,38,-0.3202145,False,False
12201,7,2,26,-0.32021785,False,False
12202,45,11,36,-0.3202181,False,False
12203,16,12,39,-0.32021922,False,False
12204,9,11,23,-0.32021958,False,False
12205,42,13,14,-0.32021978,False,False
12206,15,4,46,-0.32022095,False,False
12207,29,0,35,-0.32022226,False,False
12208,46,6,11,-0.32022455,False,False
12209,43,16,35,-0.3202251,False,False
12210,6,9,41,-0.32022515,False,False
12211,38,15,23,-0.32022622,False,False
12212,5,13,13,-0.32022712,False,False
12213,5,12,40,-0.32022822,False,False
12214,33,7,42,-0.320229,False,False
12215,14,3,2,-0.3202291,False,False
12216,21,5,19,-0.32022956,False,False
12217,31,14,21,-0.32023028,False,False
12218,39,13,20,-0.3202309,False,False
12219,32,8,29,-0.32023194,False,False
12220,37,13,21,-0.3202354,False,False
12221,44,13,34,-0.32023573,False,False
12222,2,15,29,-0.320238,False,False
12223,41,12,4,-0.32023913,False,False
12224,2,2,30,-0.3202404,False,False
12225,4,2,6,-0.32024172,False,False
12226,45,3,27,-0.32024384,False,False
12227,37,2,19,-0.32024398,False,False
12228,18,0,34,-0.32024723,False,False
12229,1,6,0,-0.32024807,False,False
12230,25,2,34,-0.3202484,False,False
12231,27,9,8,-0.32025036,False,False
12232,27,13,22,-0.32025135,False,False
12233,0,6,14,-0.32025558,False,False
12234,14,9,37,-0.32025573,False,False
12235,14,1,7,-0.32025772,False,False
12236,35,13,11,-0.32025856,False,False
12237,24,10,14,-0.3202592,False,False
12238,9,2,15,-0.32026044,False,False
12239,24,10,35,-0.3202642,False,False
12240,0,8,22,-0.32026532,False,False
12241,34,12,37,-0.32026622,False,False
12242,24,1,46,-0.32026643,False,False
12243,24,16,14,-0.32026693,False,False
12244,22,1,12,-0.32027143,False,False
12245,12,8,2,-0.3202717,False,False
12246,13,7,32,-0.32027447,False,False
12247,10,6,14,-0.32027552,False,False
12248,5,0,38,-0.3202761,False,False
12249,33,9,30,-0.32027844,False,False
12250,2,10,13,-0.32028,False,False
12251,33,2,41,-0.32028243,False,False
12252,28,5,34,-0.3202826,False,False
12253,2,9,19,-0.32028416,False,False
12254,41,0,45,-0.32028437,False,False
12255,38,13,45,-0.32028523,False,False
12256,13,6,8,-0.32028714,False,False
12257,38,8,3,-0.3202876,False,False
12258,11,7,35,-0.3202878,False,False
12259,0,5,8,-0.32029092,False,False
12260,6,1,44,-0.3202928,False,False
12261,25,3,21,-0.32029283,False,False
12262,42,2,6,-0.32029283,False,False
12263,41,3,15,-0.32029295,False,False
12264,28,4,10,-0.3202949,False,False
12265,42,10,42,-0.3202958,False,False
12266,19,11,31,-0.32029706,False,False
12267,14,8,28,-0.3202986,False,False
12268,14,15,11,-0.3203009,False,False
12269,29,12,10,-0.3203013,False,False
12270,29,6,11,-0.32030168,False,False
12271,9,11,11,-0.3203027,False,False
12272,22,8,45,-0.32030362,False,False
12273,36,1,1,-0.32030436,False,False
12274,16,2,20,-0.3203048,False,False
12275,2,1,43,-0.32030487,False,False
12276,46,0,33,-0.320307,False,False
12277,41,4,6,-0.32030824,False,False
12278,21,5,11,-0.32031062,False,False
12279,24,4,21,-0.32031345,False,False
12280,8,10,1,-0.3203154,False,False
12281,38,15,37,-0.32031742,False,False
12282,32,8,11,-0.3203182,False,False
12283,31,8,4,-0.32032207,False,False
12284,37,10,33,-0.32032308,False,False
12285,24,14,8,-0.32032326,False,False
12286,2,13,31,-0.3203259,False,False
12287,10,15,44,-0.32032797,False,False
12288,9,15,26,-0.32032847,False,False
12289,35,6,10,-0.32032916,False,False
12290,9,10,8,-0.32033107,False,False
12291,12,10,30,-0.32033205,False,False
12292,21,1,1,-0.32033226,False,False
12293,3,5,3,-0.3203323,False,False
12294,27,7,18,-0.32033268,False,False
12295,10,2,46,-0.3203344,False,False
12296,26,8,15,-0.32034048,False,False
12297,41,1,26,-0.32034096,False,False
12298,6,12,25,-0.32034138,False,False
12299,5,3,35,-0.3203416,False,False
12300,38,16,15,-0.32034317,False,False
12301,10,5,36,-0.32034394,False,False
12302,2,6,2,-0.32034633,False,False
12303,9,10,38,-0.32035115,False,False
12304,15,6,33,-0.3203512,False,False
12305,44,2,10,-0.32035214,False,False
12306,23,2,13,-0.32035297,False,False
12307,28,8,13,-0.32035577,False,False
12308,27,7,14,-0.32035616,False,False
12309,1,9,22,-0.32035625,False,False
12310,14,11,18,-0.32036278,False,False
12311,5,7,9,-0.32036307,False,False
12312,8,10,38,-0.32036322,False,False
12313,43,13,5,-0.32036436,False,False
12314,4,0,26,-0.3203653,False,False
12315,20,2,27,-0.3203681,False,False
12316,39,6,46,-0.32036826,False,False
12317,11,11,41,-0.32036972,False,False
12318,12,3,13,-0.32036993,False,False
12319,3,2,0,-0.32037067,False,False
12320,21,10,35,-0.32037494,False,False
12321,30,11,46,-0.32037595,False,False
12322,42,13,33,-0.32037777,False,False
12323,15,7,12,-0.32037848,False,False
12324,30,8,28,-0.3203793,False,False
12325,0,4,14,-0.3203805,False,False
12326,15,0,25,-0.32038093,False,False
12327,41,2,10,-0.32038143,False,False
12328,39,4,31,-0.3203821,False,False
12329,18,12,32,-0.32038283,False,False
12330,32,6,23,-0.32038286,False,False
12331,3,16,17,-0.32038322,True,False
12332,16,2,41,-0.3203864,False,False
12333,10,10,34,-0.32038677,False,False
12334,3,8,15,-0.32038686,False,False
12335,26,7,10,-0.32038945,False,False
12336,16,5,29,-0.3203923,False,False
12337,41,11,35,-0.32039493,False,False
12338,14,8,12,-0.32039675,False,False
12339,16,6,32,-0.32039747,False,False
12340,36,1,11,-0.32039762,False,False
12341,8,4,10,-0.32039943,False,False
12342,26,9,35,-0.3204003,False,False
12343,12,1,6,-0.32040176,False,False
12344,40,12,45,-0.320406,False,False
12345,26,2,43,-0.32040718,False,False
12346,24,10,9,-0.32040724,False,False
12347,40,7,21,-0.32040802,False,False
12348,22,10,40,-0.32041013,False,False
12349,36,13,45,-0.3204106,False,False
12350,43,15,11,-0.32041392,False,False
12351,46,4,30,-0.3204142,False,False
12352,30,9,1,-0.32041863,False,False
12353,20,1,19,-0.32042181,False,False
12354,36,15,13,-0.32042283,False,False
12355,2,7,39,-0.32042333,False,False
12356,46,0,4,-0.32042453,False,False
12357,10,8,4,-0.320426,False,False
12358,5,8,15,-0.32042602,False,False
12359,14,9,14,-0.32042605,False,False
12360,8,4,3,-0.32042754,False,False
12361,37,12,36,-0.3204282,False,False
12362,6,1,10,-0.32043004,False,False
12363,36,15,11,-0.3204305,False,False
12364,38,1,14,-0.32043096,False,False
12365,25,0,12,-0.32043156,False,False
12366,45,4,15,-0.32043263,False,False
12367,44,3,21,-0.32043344,False,False
12368,5,13,27,-0.32043678,False,False
12369,40,14,42,-0.32043812,False,False
12370,30,11,0,-0.3204385,False,False
12371,40,4,7,-0.32043904,False,False
12372,25,4,15,-0.32043967,False,False
12373,32,13,21,-0.32044023,False,False
12374,25,3,14,-0.32044184,False,False
12375,11,10,22,-0.320443,False,False
12376,18,7,21,-0.32044324,False,False
12377,19,1,29,-0.32044515,False,False
12378,10,7,2,-0.32044545,False,False
12379,38,1,25,-0.320446,False,False
12380,6,7,37,-0.32044715,False,False
12381,43,15,18,-0.32044756,False,False
12382,41,13,12,-0.32045013,False,False
12383,26,13,15,-0.32045165,False,False
12384,28,10,18,-0.3204525,False,False
12385,24,2,2,-0.32045346,False,False
12386,5,6,16,-0.32046336,False,False
12387,29,10,24,-0.32046437,False,False
12388,19,7,35,-0.3204664,False,False
12389,41,11,26,-0.3204669,False,False
12390,25,2,17,-0.32046837,False,False
12391,13,8,45,-0.3204702,False,False
12392,2,15,36,-0.32047153,False,False
12393,37,4,21,-0.32047155,False,False
12394,25,13,34,-0.32047254,False,False
12395,45,3,24,-0.32047507,False,False
12396,13,9,33,-0.3204754,False,False
12397,4,4,15,-0.32047835,False,False
12398,27,16,22,-0.32047966,False,False
12399,4,0,27,-0.32048333,False,False
12400,25,2,16,-0.3204838,False,False
12401,22,6,40,-0.32048413,False,False
12402,5,15,2,-0.32048443,False,False
12403,40,16,10,-0.3204848,False,False
12404,18,2,46,-0.32048535,False,False
12405,30,1,25,-0.3204874,False,False
12406,31,7,2,-0.32048926,False,False
12407,20,5,23,-0.32049116,False,False
12408,16,1,15,-0.3204934,False,False
12409,43,8,21,-0.32049364,False,False
12410,28,4,7,-0.32049426,False,False
12411,15,1,42,-0.32049528,False,False
12412,20,3,2,-0.32049605,False,False
12413,18,12,31,-0.32049632,False,False
12414,19,8,28,-0.32049635,False,False
12415,0,3,0,-0.3204978,False,False
12416,38,14,20,-0.32049853,False,False
12417,9,7,21,-0.32049903,False,False
12418,18,0,9,-0.3204994,False,False
12419,40,8,16,-0.3204995,False,False
12420,14,0,24,-0.32050684,False,False
12421,2,13,11,-0.32050687,False,False
12422,29,0,5,-0.3205074,False,False
12423,4,15,21,-0.32051086,False,False
12424,12,2,45,-0.32051113,False,False
12425,22,9,22,-0.3205117,False,False
12426,45,14,38,-0.32051378,False,False
12427,15,7,34,-0.32051775,False,False
12428,44,8,26,-0.3205202,False,False
12429,19,10,29,-0.32052034,False,False
12430,45,6,28,-0.32052067,False,False
12431,12,8,43,-0.3205215,False,False
12432,39,4,1,-0.32052326,False,False
12433,6,15,17,-0.32052362,False,False
12434,41,3,28,-0.3205249,False,False
12435,30,8,43,-0.32052496,False,False
12436,1,8,40,-0.32052508,False,False
12437,37,8,23,-0.320528,False,False
12438,21,15,3,-0.32052985,False,False
12439,34,0,2,-0.32053015,False,False
12440,26,0,44,-0.32053226,False,False
12441,34,3,28,-0.32053518,False,False
12442,10,9,24,-0.32053795,False,False
12443,46,9,26,-0.3205384,False,False
12444,16,7,24,-0.32053983,False,False
12445,37,11,34,-0.32054132,False,False
12446,18,11,24,-0.32054326,False,False
12447,39,2,45,-0.3205495,False,False
12448,3,0,34,-0.3205498,False,False
12449,8,10,0,-0.3205513,False,False
12450,15,11,11,-0.32055238,False,False
12451,4,15,15,-0.32055527,False,False
12452,4,0,30,-0.32055667,False,False
12453,3,8,11,-0.32055724,False,False
12454,4,10,28,-0.32055795,False,False
12455,27,3,12,-0.32056123,False,False
12456,28,5,43,-0.3205618,False,False
12457,15,14,15,-0.3205633,False,False
12458,22,3,38,-0.32056376,False,False
12459,35,0,44,-0.32056484,False,False
12460,22,8,43,-0.32056838,False,False
12461,36,13,43,-0.3205687,False,False
12462,46,3,15,-0.3205691,False,False
12463,45,9,27,-0.32057282,False,False
12464,10,1,33,-0.32057348,False,False
12465,23,3,4,-0.32057494,False,False
12466,2,7,15,-0.3205762,False,False
12467,44,12,45,-0.32057706,False,False
12468,1,0,14,-0.32057753,False,False
12469,27,6,27,-0.3205779,False,False
12470,8,12,41,-0.32057804,False,False
12471,21,11,12,-0.3205783,False,False
12472,46,6,5,-0.32057887,False,False
12473,12,8,40,-0.32058045,False,False
12474,11,7,33,-0.32058114,False,False
12475,26,0,36,-0.32058525,False,False
12476,37,2,0,-0.3205867,False,False
12477,24,5,20,-0.32058764,False,False
12478,8,4,21,-0.320588,False,False
12479,0,8,34,-0.3205883,False,False
12480,42,16,28,-0.32058877,False,False
12481,28,8,4,-0.3205916,False,False
12482,22,9,12,-0.32059276,False,False
12483,17,2,25,-0.32059512,False,False
12484,0,4,16,-0.32059628,False,False
12485,5,4,34,-0.320601,False,False
12486,14,12,33,-0.32060105,False,False
12487,21,5,36,-0.32060134,False,False
12488,23,8,13,-0.3206015,False,False
12489,29,12,44,-0.32060236,False,False
12490,19,10,12,-0.3206024,False,False
12491,30,10,0,-0.3206026,False,False
12492,17,13,26,-0.32060304,False,False
12493,11,10,45,-0.32060435,False,False
12494,10,13,20,-0.3206057,False,False
12495,27,8,12,-0.32060632,False,False
12496,2,15,32,-0.32060814,False,False
12497,22,8,32,-0.3206099,False,False
12498,3,4,0,-0.32061023,False,False
12499,30,9,41,-0.32061177,False,False
12500,8,6,40,-0.32061315,False,False
12501,14,6,37,-0.32061598,False,False
12502,32,10,24,-0.32061625,False,False
12503,39,1,18,-0.32061738,False,False
12504,39,10,12,-0.3206174,False,False
12505,21,10,45,-0.3206186,False,False
12506,36,7,14,-0.3206194,False,False
12507,27,9,15,-0.32062027,False,False
12508,7,13,20,-0.3206207,False,False
12509,2,0,39,-0.3206209,False,False
12510,45,11,22,-0.32062274,False,False
12511,35,10,45,-0.32062373,False,False
12512,16,4,36,-0.32062706,False,False
12513,18,3,19,-0.32062975,False,False
12514,43,11,14,-0.3206307,False,False
12515,16,5,36,-0.3206312,False,False
12516,23,11,10,-0.3206314,False,False
12517,38,15,15,-0.3206321,False,False
12518,45,4,30,-0.32063285,False,False
12519,10,6,21,-0.32063586,False,False
12520,17,4,7,-0.32063788,False,False
12521,5,0,17,-0.3206386,False,False
12522,14,9,4,-0.32063916,False,False
12523,43,13,36,-0.32063967,False,False
12524,10,13,0,-0.32064074,False,False
12525,2,10,15,-0.32064274,False,False
12526,0,7,29,-0.32064375,False,False
12527,26,5,14,-0.32064486,False,False
12528,7,14,38,-0.32064512,False,False
12529,15,4,5,-0.32064572,False,False
12530,26,8,27,-0.32064578,False,False
12531,19,3,2,-0.3206471,False,False
12532,12,9,6,-0.32064772,False,False
12533,13,12,12,-0.32064915,False,False
12534,37,11,5,-0.32064936,False,False
12535,2,9,6,-0.3206496,False,False
12536,41,7,31,-0.32064962,False,False
12537,32,14,5,-0.32064986,False,False
12538,46,12,8,-0.32065046,False,False
12539,5,13,43,-0.32065055,False,False
12540,41,10,14,-0.32065135,False,False
12541,7,7,24,-0.32065275,False,False
12542,39,0,28,-0.3206531,False,False
12543,1,1,25,-0.32065436,False,False
12544,45,8,3,-0.32065552,False,False
12545,20,1,1,-0.32066125,False,False
12546,37,10,23,-0.32066518,False,False
12547,19,1,26,-0.32066524,False,False
12548,4,15,40,-0.32066604,False,False
12549,46,6,0,-0.32066616,False,False
12550,41,10,7,-0.3206678,False,False
12551,15,2,36,-0.32066795,False,False
12552,3,1,22,-0.32066813,False,False
12553,32,3,4,-0.32067075,False,False
12554,1,14,1,-0.32067293,False,False
12555,23,0,30,-0.3206734,False,False
12556,17,11,21,-0.3206737,False,False
12557,43,4,36,-0.3206737,False,False
12558,20,15,16,-0.32067573,False,False
12559,16,6,9,-0.32067806,False,False
12560,24,10,41,-0.32067835,False,False
12561,29,6,25,-0.3206784,False,False
12562,15,10,38,-0.32067904,False,False
12563,28,8,37,-0.3206791,False,False
12564,39,9,27,-0.3206797,False,False
12565,5,13,41,-0.32068342,False,False
12566,32,12,21,-0.32068348,False,False
12567,31,4,9,-0.32068366,False,False
12568,28,4,32,-0.32068568,False,False
12569,12,5,29,-0.32068586,False,False
12570,3,6,32,-0.32068858,False,False
12571,5,15,19,-0.32068864,False,False
12572,42,1,3,-0.32069308,False,False
12573,6,11,28,-0.3206938,False,False
12574,1,15,45,-0.32069415,False,False
12575,14,6,42,-0.32069433,False,False
12576,34,8,23,-0.3206969,False,False
12577,22,15,30,-0.32069987,False,False
12578,21,7,36,-0.3207003,False,False
12579,29,15,40,-0.32070068,False,False
12580,0,7,40,-0.32070103,False,False
12581,12,15,15,-0.32070252,False,False
